# started on Mon May  4 06:00:00 2026

0.98,msec,task-clock:u,2.12%,996296,100.00,0.694,CPUs utilized
1469837,ns,duration_time,3.63%,1616266,100.00,,
702166,ns,user_time,26.11%,844000,100.00,,
759456,ns,system_time,27.26%,570200,100.00,,
1498044,,mem_access:u,24.03%,137259,13.00,1.530,G/sec
1191397,,mem_access_rd:u,0.03%,996296,100.00,1.217,G/sec
667005,,mem_access_wr:u,0.04%,996296,100.00,681.159,M/sec
1158575,,ld_spec:u,0.07%,996296,100.00,1.183,G/sec
635907,,st_spec:u,0.06%,996296,100.00,649.401,M/sec
1193199,,ase_spec:u,0.04%,996296,100.00,1.219,G/sec
8135,,vfp_spec:u,100.01%,859037,86.00,8.308,M/sec
