# started on Mon May  4 06:00:10 2026

249.88,msec,task-clock:u,1.99%,239699090,100.00,3.819,CPUs utilized
65490030,ns,duration_time,1.56%,65143576,100.00,,
255009316,ns,user_time,1.30%,246529000,100.00,,
1984550,ns,system_time,49.69%,3819000,100.00,,
44628820,,l2d_cache:u,0.05%,239699090,100.00,178.600,M/sec
22027348,,l2d_cache_rd:u,0.05%,239699090,100.00,88.151,M/sec
22601472,,l2d_cache_wr:u,0.05%,239699090,100.00,90.449,M/sec
4980094,,l2d_cache_refill:u,3.31%,239699090,100.00,19.930,M/sec
