# started on Mon May  4 06:00:02 2026

1.96,msec,task-clock:u,7.72%,1635834,100.00,1.704,CPUs utilized
1205732,ns,duration_time,6.10%,1245622,100.00,,
1361506,ns,user_time,24.53%,1938200,100.00,,
1101023,ns,system_time,31.77%,482200,100.00,,
3952531,,cycles:u,9.08%,1635834,100.00,2.013,GHz
1387302,,instructions:u,1.95%,1635834,100.00,0.35,insn per cycle
1387302,,inst_retired:u,1.95%,1635834,100.00,706.680,M/sec
1406764,,inst_spec:u,1.90%,1635834,100.00,716.594,M/sec
80674,,stall_frontend:u,5.89%,1635834,100.00,41.095,M/sec
3412369,,stall_backend:u,10.27%,1635834,100.00,1.738,G/sec
