# started on Mon May  4 06:00:02 2026

3.18,msec,task-clock:u,26.58%,2176277,100.00,1.849,CPUs utilized
1779521,ns,duration_time,24.07%,1224103,100.00,,
2407113,ns,user_time,5.73%,2321400,100.00,,
597600,ns,system_time,61.86%,1328000,100.00,,
471702,,mem_access:u,14.48%,2176277,100.00,148.508,M/sec
405104,,mem_access_rd:u,9.16%,2176277,100.00,127.540,M/sec
92710,,mem_access_wr:u,13.37%,2176277,100.00,29.188,M/sec
381541,,ld_spec:u,9.71%,2176277,100.00,120.122,M/sec
77978,,st_spec:u,15.88%,2176277,100.00,24.550,M/sec
665786,,ase_spec:u,0.01%,2176277,100.00,209.612,M/sec
<not counted>,,vfp_spec:u,101.38%,0,0.00,,
