# started on Mon May  4 06:00:03 2026

15.14,msec,task-clock:u,0.96%,14916055,100.00,2.348,CPUs utilized
6510336,ns,duration_time,1.08%,6575181,100.00,,
15611590,ns,user_time,0.22%,15662200,100.00,,
17701091,,l1d_cache:u,0.42%,14916055,100.00,1.169,G/sec
16783075,,l1d_cache_rd:u,0.42%,14916055,100.00,1.109,G/sec
918015,,l1d_cache_wr:u,0.84%,14916055,100.00,60.644,M/sec
115161,,l1d_cache_refill:u,0.23%,14916055,100.00,7.608,M/sec
15598541,,l1i_cache:u,1.09%,14916055,100.00,1.030,G/sec
4334,,l1i_cache_refill:u,3.03%,14916055,100.00,286.306,K/sec
