# started on Mon May  4 06:00:03 2026

15.01,msec,task-clock:u,1.27%,14486831,100.00,2.303,CPUs utilized
6577384,ns,duration_time,2.40%,6920234,100.00,,
13092323,ns,user_time,5.49%,13488200,100.00,,
2558603,ns,system_time,26.76%,2032600,100.00,,
17917467,,l1d_tlb:u,1.21%,14486831,100.00,1.194,G/sec
1857,,l1d_tlb_refill:u,2.07%,14486831,100.00,123.734,K/sec
8555649,,l1i_tlb:u,4.59%,14486831,100.00,570.073,M/sec
115,,l1i_tlb_refill:u,7.05%,14486831,100.00,7.663,K/sec
165103,,l2d_tlb:u,0.07%,14486831,100.00,11.001,M/sec
325,,l2d_tlb_refill:u,5.16%,14486831,100.00,21.655,K/sec
