# started on Mon May  4 05:59:59 2026

1.19,msec,task-clock:u,7.25%,1306130,100.00,0.911,CPUs utilized
1361626,ns,duration_time,9.38%,1821727,100.00,,
889433,ns,user_time,23.31%,1278000,100.00,,
843920,ns,system_time,31.77%,369600,100.00,,
2117676,,cycles:u,8.56%,1306130,100.00,1.783,GHz
4781571,,instructions:u,11.13%,1306130,100.00,2.26,insn per cycle
4781571,,inst_retired:u,11.13%,1306130,100.00,4.026,G/sec
4917021,,inst_spec:u,10.79%,1306130,100.00,4.140,G/sec
248750,,stall_frontend:u,7.37%,1306130,100.00,209.441,M/sec
442931,,stall_backend:u,12.91%,1306130,100.00,372.935,M/sec
