# started on Mon May  4 05:59:57 2026

0.95,msec,task-clock:u,7.03%,1142686,100.00,0.881,CPUs utilized
1126579,ns,duration_time,9.55%,1492951,100.00,,
1143263,ns,user_time,9.00%,1086400,100.00,,
238916,ns,system_time,43.03%,305000,100.00,,
33660,,l2d_cache:u,0.58%,1142686,100.00,35.311,M/sec
19344,,l2d_cache_rd:u,0.48%,1142686,100.00,20.293,M/sec
14316,,l2d_cache_wr:u,0.73%,1142686,100.00,15.018,M/sec
9424,,l2d_cache_refill:u,0.50%,1142686,100.00,9.886,M/sec
