# started on Mon May  4 06:00:01 2026

1.89,msec,task-clock:u,1.50%,1960298,100.00,1.125,CPUs utilized
1728677,ns,duration_time,3.85%,1856969,100.00,,
1578003,ns,user_time,13.30%,1461600,100.00,,
751790,ns,system_time,26.61%,866200,100.00,,
3828477,,cycles:u,1.92%,1960298,100.00,2.030,GHz
7823406,,instructions:u,3.16%,1960298,100.00,2.04,insn per cycle
7823406,,inst_retired:u,3.16%,1960298,100.00,4.147,G/sec
8052265,,inst_spec:u,3.17%,1960298,100.00,4.269,G/sec
257630,,stall_frontend:u,4.30%,1960298,100.00,136.577,M/sec
1334293,,stall_backend:u,2.08%,1960298,100.00,707.345,M/sec
