# started on Mon May  4 06:00:00 2026

1.25,msec,task-clock:u,4.33%,1162908,100.00,0.981,CPUs utilized
1318264,ns,duration_time,8.54%,1099252,100.00,,
1335676,ns,user_time,10.70%,1400800,100.00,,
410666,ns,system_time,31.92%,319999,100.00,,
68547,,l2d_cache:u,0.23%,1162908,100.00,55.039,M/sec
34498,,l2d_cache_rd:u,0.18%,1162908,100.00,27.700,M/sec
34049,,l2d_cache_wr:u,0.40%,1162908,100.00,27.339,M/sec
21179,,l2d_cache_refill:u,0.63%,1162908,100.00,17.005,M/sec
