# started on Mon May  4 06:00:00 2026

0.98,msec,task-clock:u,2.77%,1028573,100.00,0.730,CPUs utilized
1409890,ns,duration_time,10.40%,1845820,100.00,,
696623,ns,user_time,21.16%,888200,100.00,,
809003,ns,system_time,22.42%,566600,100.00,,
1100384,,mem_access:u,0.48%,1028573,100.00,1.118,G/sec
756897,,mem_access_rd:u,0.69%,1028573,100.00,769.066,M/sec
343486,,mem_access_wr:u,0.03%,1028573,100.00,349.008,M/sec
747120,,ld_spec:u,0.73%,1028573,100.00,759.132,M/sec
325515,,st_spec:u,0.07%,1028573,100.00,330.748,M/sec
564894,,ase_spec:u,0.12%,1028573,100.00,573.976,M/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
