# started on Sat May  9 01:11:45 2026

7.25,msec,task-clock:u,0.40%,7270981,100.00,0.893,CPUs utilized
8185819,ns,duration_time,3.68%,7875103,100.00,,
6794710,ns,user_time,6.17%,5435800,100.00,,
915206,ns,system_time,47.41%,2309200,100.00,,
3121652,,branches:u,0.00%,7270981,100.00,430.477,M/sec
146866,,branch-misses:u,1.69%,7270981,100.00,4.70,of all branches
3260520,,br_pred:u,0.08%,7270981,100.00,449.627,M/sec
146866,,br_mis_pred:u,1.69%,7270981,100.00,20.253,M/sec
3121652,,br_retired:u,0.00%,7270981,100.00,430.477,M/sec
140551,,br_mis_pred_retired:u,1.57%,7270981,100.00,19.382,M/sec
