# started on Sat May  9 01:11:45 2026

7.22,msec,task-clock:u,0.70%,7213963,100.00,0.906,CPUs utilized
8038159,ns,duration_time,1.25%,7846121,100.00,,
4336333,ns,user_time,7.35%,5372000,100.00,,
3345923,ns,system_time,9.42%,2318200,100.00,,
3798007,,mem_access:u,11.66%,3366851,46.00,525.963,M/sec
2694575,,mem_access_rd:u,5.06%,6703779,92.00,373.156,M/sec
1254235,,mem_access_wr:u,0.23%,7213963,100.00,173.692,M/sec
3453080,,ld_spec:u,0.29%,7213963,100.00,478.197,M/sec
1371112,,st_spec:u,0.36%,7213963,100.00,189.877,M/sec
54369,,ase_spec:u,0.28%,7213963,100.00,7.529,M/sec
15636,,vfp_spec:u,12.04%,4357296,60.00,2.165,M/sec
