# started on Sat May  9 01:11:45 2026

7.18,msec,task-clock:u,0.44%,7169333,100.00,0.938,CPUs utilized
7723387,ns,duration_time,0.78%,7709157,100.00,,
4307953,ns,user_time,7.32%,5330600,100.00,,
3322173,ns,system_time,9.47%,2297200,100.00,,
8922954,,cycles:u,0.40%,7169333,100.00,1.242,GHz
12647867,,instructions:u,0.00%,7169333,100.00,1.42,insn per cycle
12647867,,inst_retired:u,0.00%,7169333,100.00,1.761,G/sec
16633431,,inst_spec:u,0.40%,7169333,100.00,2.315,G/sec
1398091,,stall_frontend:u,1.66%,7169333,100.00,194.617,M/sec
1906804,,stall_backend:u,0.23%,7169333,100.00,265.431,M/sec
