# started on Sat May  9 01:11:45 2026

7.14,msec,task-clock:u,0.20%,7181131,100.00,0.894,CPUs utilized
8046859,ns,duration_time,2.35%,7819732,100.00,,
2686640,ns,user_time,13.21%,3098200,100.00,,
4939606,ns,system_time,7.10%,4517200,100.00,,
301756,,l2d_cache:u,0.90%,7181131,100.00,42.278,M/sec
169324,,l2d_cache_rd:u,1.23%,7181131,100.00,23.723,M/sec
132432,,l2d_cache_wr:u,0.49%,7181131,100.00,18.555,M/sec
47381,,l2d_cache_refill:u,5.37%,7181131,100.00,6.638,M/sec
