# started on Sat May  9 01:11:45 2026

5.62,msec,task-clock:u,0.61%,5519018,100.00,0.907,CPUs utilized
6256648,ns,duration_time,1.39%,5957258,100.00,,
3722703,ns,user_time,7.73%,3075600,100.00,,
2403760,ns,system_time,12.17%,3018800,100.00,,
213520,,l2d_cache:u,0.44%,5519018,100.00,37.969,M/sec
121699,,l2d_cache_rd:u,0.66%,5519018,100.00,21.641,M/sec
91820,,l2d_cache_wr:u,0.21%,5519018,100.00,16.328,M/sec
42041,,l2d_cache_refill:u,2.38%,5519018,100.00,7.476,M/sec
