# started on Sat May  9 01:11:45 2026

5.60,msec,task-clock:u,0.72%,5692519,100.00,0.906,CPUs utilized
6246696,ns,duration_time,2.29%,6630688,100.00,,
3845720,ns,user_time,15.40%,3069600,100.00,,
2255303,ns,system_time,25.83%,3015600,100.00,,
2505029,,l1d_cache:u,0.10%,5692519,100.00,447.016,M/sec
1717701,,l1d_cache_rd:u,0.06%,5692519,100.00,306.519,M/sec
787327,,l1d_cache_wr:u,0.17%,5692519,100.00,140.496,M/sec
47951,,l1d_cache_refill:u,0.44%,5692519,100.00,8.557,M/sec
3098214,,l1i_cache:u,0.26%,5692519,100.00,552.868,M/sec
61032,,l1i_cache_refill:u,1.73%,5692519,100.00,10.891,M/sec
