# started on Mon May  4 05:59:59 2026

0.95,msec,task-clock:u,4.47%,973777,100.00,0.755,CPUs utilized
1310549,ns,duration_time,5.04%,1256380,100.00,,
1483300,ns,user_time,2.71%,1405000,100.00,,
47497,,l2d_cache:u,0.25%,973777,100.00,49.764,M/sec
24735,,l2d_cache_rd:u,0.32%,973777,100.00,25.916,M/sec
22762,,l2d_cache_wr:u,0.29%,973777,100.00,23.848,M/sec
13944,,l2d_cache_refill:u,0.66%,973777,100.00,14.609,M/sec
