# started on Mon May  4 05:59:58 2026

0.71,msec,task-clock:u,6.42%,770946,100.00,0.693,CPUs utilized
1078951,ns,duration_time,5.08%,1141436,100.00,,
889766,ns,user_time,6.42%,1011000,100.00,,
308706,ns,system_time,31.77%,135200,100.00,,
593528,,mem_access:u,6.70%,770946,100.00,836.553,M/sec
447402,,mem_access_rd:u,4.11%,770946,100.00,630.595,M/sec
165467,,mem_access_wr:u,0.13%,770946,100.00,233.219,M/sec
454534,,ld_spec:u,4.05%,770946,100.00,640.647,M/sec
164268,,st_spec:u,0.25%,770946,100.00,231.529,M/sec
57173,,ase_spec:u,0.06%,770946,100.00,80.583,M/sec
<not counted>,,vfp_spec:u,100.03%,0,0.00,,
