# started on Mon May  4 05:59:59 2026

0.55,msec,task-clock:u,3.43%,511389,100.00,0.567,CPUs utilized
1022181,ns,duration_time,5.29%,1128769,100.00,,
880413,ns,user_time,9.18%,777400,100.00,,
130816,ns,system_time,43.03%,167000,100.00,,
574569,,mem_access:u,0.59%,511389,100.00,1.048,G/sec
371808,,mem_access_rd:u,0.06%,511389,100.00,678.331,M/sec
199449,,mem_access_wr:u,0.06%,511389,100.00,363.877,M/sec
368568,,ld_spec:u,0.18%,511389,100.00,672.420,M/sec
189653,,st_spec:u,0.12%,511389,100.00,346.005,M/sec
263153,,ase_spec:u,0.02%,511389,100.00,480.099,M/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
