# started on Mon May  4 06:00:01 2026

7.26,msec,task-clock:u,73.94%,1724518,100.00,2.196,CPUs utilized
3368706,ns,duration_time,57.19%,1334194,100.00,,
2893966,ns,user_time,44.45%,5566000,100.00,,
1988626,ns,system_time,14.43%,2190800,100.00,,
7901363,,mem_access:u,82.71%,1724518,100.00,1.089,G/sec
8165418,,mem_access_rd:u,77.31%,1724518,100.00,1.125,G/sec
689671,,mem_access_wr:u,0.55%,1724518,100.00,95.010,M/sec
8170774,,ld_spec:u,77.64%,1724518,100.00,1.126,G/sec
665458,,st_spec:u,0.16%,1724518,100.00,91.674,M/sec
1206338,,ase_spec:u,0.28%,1724518,100.00,166.187,M/sec
<not counted>,,vfp_spec:u,50.44%,0,0.00,,
