# started on Mon May  4 06:00:01 2026

7.15,msec,task-clock:u,73.56%,1711333,100.00,2.229,CPUs utilized
3263825,ns,duration_time,55.54%,1215770,100.00,,
3307956,ns,user_time,48.70%,6651200,100.00,,
1636486,ns,system_time,19.32%,1007600,100.00,,
16049517,,cycles:u,77.65%,1711333,100.00,2.244,GHz
45407776,,instructions:u,82.52%,1711333,100.00,2.83,insn per cycle
45407776,,inst_retired:u,82.52%,1711333,100.00,6.349,G/sec
45554941,,inst_spec:u,82.25%,1711333,100.00,6.369,G/sec
310482,,stall_frontend:u,5.12%,1711333,100.00,43.411,M/sec
2962170,,stall_backend:u,69.14%,1711333,100.00,414.169,M/sec
