# started on Mon May  4 06:00:00 2026

1.76,msec,task-clock:u,3.96%,1900242,100.00,1.326,CPUs utilized
1384812,ns,duration_time,4.58%,1547304,100.00,,
1844193,ns,user_time,6.91%,1818800,100.00,,
338556,ns,system_time,43.03%,432200,100.00,,
3355273,,cycles:u,5.45%,1900242,100.00,1.905,GHz
7815542,,instructions:u,7.55%,1900242,100.00,2.33,insn per cycle
7815542,,inst_retired:u,7.55%,1900242,100.00,4.436,G/sec
7948555,,inst_spec:u,7.41%,1900242,100.00,4.512,G/sec
274266,,stall_frontend:u,3.61%,1900242,100.00,155.683,M/sec
796009,,stall_backend:u,8.08%,1900242,100.00,451.841,M/sec
