# started on Mon May  4 06:00:00 2026

7.63,msec,task-clock:u,79.63%,1483333,100.00,2.210,CPUs utilized
3514400,ns,duration_time,61.61%,1538082,100.00,,
4370316,ns,user_time,32.84%,7199000,100.00,,
416610,ns,system_time,61.86%,925800,100.00,,
8828923,,mem_access:u,81.96%,1483333,100.00,1.157,G/sec
8340092,,mem_access_rd:u,85.12%,1483333,100.00,1.093,G/sec
363040,,mem_access_wr:u,3.13%,1483333,100.00,47.558,M/sec
8393518,,ld_spec:u,85.31%,1483333,100.00,1.100,G/sec
334399,,st_spec:u,0.06%,1483333,100.00,43.806,M/sec
567752,,ase_spec:u,0.11%,1483333,100.00,74.376,M/sec
<not counted>,,vfp_spec:u,100.01%,0,0.00,,
