# started on Mon May  4 06:00:03 2026

2.90,msec,task-clock:u,7.46%,3728150,100.00,2.112,CPUs utilized
1434417,ns,duration_time,4.20%,1650786,100.00,,
1566493,ns,user_time,24.17%,2151800,100.00,,
1675416,ns,system_time,21.47%,1229000,100.00,,
155855,,branches:u,3.46%,3728150,100.00,53.737,M/sec
1837,,branch-misses:u,3.41%,3728150,100.00,1.18,of all branches
159480,,br_pred:u,3.36%,3728150,100.00,54.987,M/sec
1837,,br_mis_pred:u,3.41%,3728150,100.00,633.380,K/sec
155855,,br_retired:u,3.46%,3728150,100.00,53.737,M/sec
1560,,br_mis_pred_retired:u,3.91%,3728150,100.00,537.873,K/sec
