# started on Mon May  4 06:00:03 2026

2.80,msec,task-clock:u,4.06%,3061351,100.00,1.963,CPUs utilized
1482268,ns,duration_time,4.12%,1652934,100.00,,
1834676,ns,user_time,24.52%,2633800,100.00,,
1479142,ns,system_time,31.77%,647799,100.00,,
2501793,,mem_access:u,0.23%,3061351,100.00,894.974,M/sec
2234642,,mem_access_rd:u,0.20%,3061351,100.00,799.405,M/sec
267150,,mem_access_wr:u,0.48%,3061351,100.00,95.568,M/sec
2034985,,ld_spec:u,0.23%,3061351,100.00,727.981,M/sec
186773,,st_spec:u,0.68%,3061351,100.00,66.815,M/sec
5284745,,ase_spec:u,0.00%,3061351,100.00,1.891,G/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
