# started on Mon May  4 05:59:58 2026

0.45,msec,task-clock:u,3.68%,425240,100.00,0.557,CPUs utilized
854256,ns,duration_time,4.34%,789309,100.00,,
857686,ns,user_time,5.49%,691600,100.00,,
28280,ns,system_time,100.00%,141400,100.00,,
413476,,mem_access:u,0.10%,425240,100.00,925.740,M/sec
269880,,mem_access_rd:u,0.08%,425240,100.00,604.240,M/sec
143596,,mem_access_wr:u,0.14%,425240,100.00,321.500,M/sec
273065,,ld_spec:u,0.23%,425240,100.00,611.371,M/sec
141620,,st_spec:u,0.23%,425240,100.00,317.076,M/sec
54977,,ase_spec:u,0.02%,425240,100.00,123.089,M/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
