# started on Mon May  4 05:59:58 2026

12.74,msec,task-clock:u,55.68%,1074998,100.00,2.340,CPUs utilized
5506283,ns,duration_time,47.52%,1498341,100.00,,
19241273,ns,user_time,16.00%,11499200,100.00,,
3128883,ns,system_time,17.49%,1753000,100.00,,
29404326,,cycles:u,57.02%,1074998,100.00,2.308,GHz
86749965,,instructions:u,57.94%,1074998,100.00,2.95,insn per cycle
86749965,,inst_retired:u,57.94%,1074998,100.00,6.808,G/sec
86876651,,inst_spec:u,57.86%,1074998,100.00,6.818,G/sec
276599,,stall_frontend:u,5.34%,1074998,100.00,21.708,M/sec
4408903,,stall_backend:u,55.68%,1074998,100.00,346.022,M/sec
