# started on Mon May  4 06:00:01 2026

1.50,msec,task-clock:u,1.61%,1564185,100.00,0.748,CPUs utilized
2057915,ns,duration_time,4.28%,2289595,100.00,,
1072906,ns,user_time,24.12%,1562200,100.00,,
848030,ns,system_time,31.77%,371400,100.00,,
3015905,,cycles:u,0.92%,1564185,100.00,2.013,GHz
6257500,,instructions:u,0.00%,1564185,100.00,2.07,insn per cycle
6257500,,inst_retired:u,0.00%,1564185,100.00,4.177,G/sec
6400576,,inst_spec:u,0.13%,1564185,100.00,4.272,G/sec
251268,,stall_frontend:u,4.74%,1564185,100.00,167.717,M/sec
1022485,,stall_backend:u,1.53%,1564185,100.00,682.491,M/sec
