# started on Mon May  4 05:59:59 2026

1.20,msec,task-clock:u,6.28%,1218795,100.00,0.945,CPUs utilized
1321575,ns,duration_time,5.53%,1316805,100.00,,
742686,ns,user_time,22.49%,990600,100.00,,
956996,ns,system_time,21.72%,693400,100.00,,
1126197,,mem_access:u,7.04%,1218795,100.00,940.818,M/sec
925968,,mem_access_rd:u,8.15%,1218795,100.00,773.548,M/sec
190527,,mem_access_wr:u,0.09%,1218795,100.00,159.165,M/sec
933647,,ld_spec:u,8.10%,1218795,100.00,779.963,M/sec
187811,,st_spec:u,0.16%,1218795,100.00,156.896,M/sec
122986,,ase_spec:u,0.09%,1218795,100.00,102.742,M/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
