# started on Mon May  4 05:59:58 2026

1.14,msec,task-clock:u,6.25%,1284981,100.00,0.907,CPUs utilized
1314185,ns,duration_time,5.29%,1231786,100.00,,
1304470,ns,user_time,7.53%,1292600,100.00,,
248003,ns,system_time,43.03%,316600,100.00,,
2017965,,cycles:u,9.25%,1284981,100.00,1.764,GHz
4605641,,instructions:u,12.62%,1284981,100.00,2.28,insn per cycle
4605641,,inst_retired:u,12.62%,1284981,100.00,4.025,G/sec
4739480,,inst_spec:u,12.23%,1284981,100.00,4.142,G/sec
268815,,stall_frontend:u,3.86%,1284981,100.00,234.952,M/sec
405630,,stall_backend:u,12.28%,1284981,100.00,354.533,M/sec
