# started on Mon May  4 05:59:58 2026

0.85,msec,task-clock:u,2.39%,889110,100.00,0.757,CPUs utilized
1165942,ns,duration_time,2.94%,1250138,100.00,,
1257350,ns,user_time,4.36%,1043000,100.00,,
49280,ns,system_time,100.00%,246400,100.00,,
38618,,l2d_cache:u,0.26%,889110,100.00,45.632,M/sec
21044,,l2d_cache_rd:u,0.11%,889110,100.00,24.866,M/sec
17574,,l2d_cache_wr:u,0.45%,889110,100.00,20.766,M/sec
11363,,l2d_cache_refill:u,0.99%,889110,100.00,13.427,M/sec
