# started on Mon May  4 06:00:01 2026

2.22,msec,task-clock:u,3.43%,2400371,100.00,1.393,CPUs utilized
1644177,ns,duration_time,4.62%,1782043,100.00,,
2007556,ns,user_time,10.82%,2181200,100.00,,
632170,ns,system_time,31.92%,492600,100.00,,
4482784,,cycles:u,3.95%,2400371,100.00,2.023,GHz
9433386,,instructions:u,5.62%,2400371,100.00,2.10,insn per cycle
9433386,,inst_retired:u,5.62%,2400371,100.00,4.258,G/sec
9639142,,inst_spec:u,5.55%,2400371,100.00,4.351,G/sec
282608,,stall_frontend:u,3.77%,2400371,100.00,127.567,M/sec
1542241,,stall_backend:u,2.36%,2400371,100.00,696.154,M/sec
