# started on Sat May  9 01:11:47 2026

26.72,msec,task-clock:u,0.30%,26756038,100.00,0.985,CPUs utilized
27200107,ns,duration_time,0.28%,27233182,100.00,,
20621500,ns,user_time,2.66%,21605000,100.00,,
6566280,ns,system_time,8.60%,5567400,100.00,,
26862222,,l1d_tlb:u,0.13%,26756038,100.00,1.005,G/sec
9157,,l1d_tlb_refill:u,4.19%,26756038,100.00,342.683,K/sec
36477371,,l1i_tlb:u,0.08%,26756038,100.00,1.365,G/sec
4764,,l1i_tlb_refill:u,1.13%,26756038,100.00,178.284,K/sec
18047,,l2d_tlb:u,2.24%,26756038,100.00,675.375,K/sec
1073,,l2d_tlb_refill:u,1.57%,26756038,100.00,40.155,K/sec
