# started on Sat May  9 01:11:47 2026

26.83,msec,task-clock:u,0.29%,27072278,100.00,0.985,CPUs utilized
27304782,ns,duration_time,0.34%,27629444,100.00,,
23956746,ns,user_time,1.10%,24150400,100.00,,
3282390,ns,system_time,7.97%,3118200,100.00,,
1512981,,l2d_cache:u,0.06%,27072278,100.00,56.394,M/sec
724504,,l2d_cache_rd:u,0.10%,27072278,100.00,27.005,M/sec
788476,,l2d_cache_wr:u,0.04%,27072278,100.00,29.389,M/sec
141742,,l2d_cache_refill:u,0.88%,27072278,100.00,5.283,M/sec
