# started on Sat May  9 01:11:46 2026

26.80,msec,task-clock:u,0.32%,26855296,100.00,0.984,CPUs utilized
27297497,ns,duration_time,0.25%,27312535,100.00,,
19711946,ns,user_time,3.58%,21804400,100.00,,
7502413,ns,system_time,9.32%,5444400,100.00,,
54372397,,cycles:u,0.36%,26855296,100.00,2.029,GHz
84885401,,instructions:u,0.00%,26855296,100.00,1.56,insn per cycle
84885401,,inst_retired:u,0.00%,26855296,100.00,3.168,G/sec
115015456,,inst_spec:u,0.12%,26855296,100.00,4.292,G/sec
4230861,,stall_frontend:u,0.20%,26855296,100.00,157.886,M/sec
10763707,,stall_backend:u,0.92%,26855296,100.00,401.677,M/sec
