# started on Mon May  4 05:59:59 2026

1.49,msec,task-clock:u,7.49%,1524891,100.00,1.188,CPUs utilized
1306320,ns,duration_time,5.04%,1294250,100.00,,
2038343,ns,user_time,2.57%,1976800,100.00,,
44518,,l2d_cache:u,0.37%,1524891,100.00,29.832,M/sec
24094,,l2d_cache_rd:u,0.44%,1524891,100.00,16.146,M/sec
20424,,l2d_cache_wr:u,0.37%,1524891,100.00,13.686,M/sec
14143,,l2d_cache_refill:u,0.68%,1524891,100.00,9.477,M/sec
