# started on Sat May  9 01:11:46 2026

15.20,msec,task-clock:u,0.38%,15305388,100.00,0.972,CPUs utilized
15701875,ns,duration_time,0.41%,15886003,100.00,,
8575310,ns,user_time,3.84%,9383800,100.00,,
7044580,ns,system_time,4.59%,6257400,100.00,,
10609791,,branches:u,0.00%,15305388,100.00,698.029,M/sec
565065,,branch-misses:u,0.74%,15305388,100.00,5.33,of all branches
11043952,,br_pred:u,0.05%,15305388,100.00,726.593,M/sec
565065,,br_mis_pred:u,0.74%,15305388,100.00,37.176,M/sec
10609791,,br_retired:u,0.00%,15305388,100.00,698.029,M/sec
552369,,br_mis_pred_retired:u,0.67%,15305388,100.00,36.341,M/sec
