# started on Sat May  9 01:11:46 2026

15.23,msec,task-clock:u,0.19%,15155704,100.00,0.970,CPUs utilized
15755779,ns,duration_time,0.26%,15667705,100.00,,
8722840,ns,user_time,10.08%,10969200,100.00,,
6929063,ns,system_time,12.56%,4691400,100.00,,
13616908,,l1d_cache:u,0.04%,15155704,100.00,894.328,M/sec
9983115,,l1d_cache_rd:u,0.03%,15155704,100.00,655.668,M/sec
3633792,,l1d_cache_wr:u,0.08%,15155704,100.00,238.659,M/sec
131782,,l1d_cache_refill:u,0.16%,15155704,100.00,8.655,M/sec
19472388,,l1i_cache:u,0.18%,15155704,100.00,1.279,G/sec
74296,,l1i_cache_refill:u,0.40%,15155704,100.00,4.880,M/sec
