# started on Sat May  9 01:11:46 2026

15.14,msec,task-clock:u,0.23%,15088130,100.00,0.970,CPUs utilized
15674157,ns,duration_time,0.22%,15662298,100.00,,
12102936,ns,user_time,1.82%,12532600,100.00,,
3561773,ns,system_time,6.14%,3128200,100.00,,
761581,,l2d_cache:u,0.07%,15088130,100.00,50.303,M/sec
381036,,l2d_cache_rd:u,0.06%,15088130,100.00,25.168,M/sec
380545,,l2d_cache_wr:u,0.09%,15088130,100.00,25.135,M/sec
66934,,l2d_cache_refill:u,1.53%,15088130,100.00,4.421,M/sec
