# started on Sat May  9 01:11:46 2026

15.32,msec,task-clock:u,0.58%,15030240,100.00,0.968,CPUs utilized
15895518,ns,duration_time,0.72%,15536816,100.00,,
13184500,ns,user_time,6.14%,11098000,100.00,,
2674003,ns,system_time,30.82%,4736600,100.00,,
11331507,,mem_access:u,2.22%,11024332,73.00,739.635,M/sec
10282399,,mem_access_rd:u,0.52%,11020629,73.00,671.157,M/sec
3558536,,mem_access_wr:u,0.47%,11049648,73.00,232.274,M/sec
11881583,,ld_spec:u,0.40%,13135166,87.00,775.540,M/sec
4078728,,st_spec:u,0.16%,15030240,100.00,266.229,M/sec
178118,,ase_spec:u,0.03%,15030240,100.00,11.626,M/sec
13747,,vfp_spec:u,2.66%,13891185,92.00,897.300,K/sec
