# started on Sat May  9 01:11:44 2026

7.01,msec,task-clock:u,2.66%,6599277,100.00,0.898,CPUs utilized
7893073,ns,duration_time,1.78%,7533749,100.00,,
1449990,ns,user_time,23.99%,1603200,100.00,,
6470833,ns,system_time,6.17%,6033000,100.00,,
3626132,,cycles:u,0.48%,6599277,100.00,0.517,GHz
4934826,,instructions:u,0.00%,6599277,100.00,1.36,insn per cycle
4934826,,inst_retired:u,0.00%,6599277,100.00,704.002,M/sec
5957588,,inst_spec:u,0.66%,6599277,100.00,849.909,M/sec
833185,,stall_frontend:u,1.14%,6599277,100.00,118.862,M/sec
819654,,stall_backend:u,2.33%,6599277,100.00,116.932,M/sec
