# started on Sat May  9 01:11:44 2026

6.53,msec,task-clock:u,0.67%,6498815,100.00,0.914,CPUs utilized
7230343,ns,duration_time,0.54%,7306433,100.00,,
1839330,ns,user_time,25.36%,2895400,100.00,,
5284743,ns,system_time,8.67%,4227800,100.00,,
1156881,,branches:u,0.00%,6498815,100.00,177.092,M/sec
35111,,branch-misses:u,3.24%,6498815,100.00,3.03,of all branches
1191241,,br_pred:u,0.07%,6498815,100.00,182.352,M/sec
35111,,br_mis_pred:u,3.24%,6498815,100.00,5.375,M/sec
1156881,,br_retired:u,0.00%,6498815,100.00,177.092,M/sec
33081,,br_mis_pred_retired:u,3.18%,6498815,100.00,5.064,M/sec
