# started on Sat May  9 01:11:45 2026

4.93,msec,task-clock:u,0.64%,4972295,100.00,0.902,CPUs utilized
5519918,ns,duration_time,0.72%,5436866,100.00,,
2621730,ns,user_time,12.26%,2742400,100.00,,
2811626,ns,system_time,11.52%,2658800,100.00,,
665019,,mem_access:u,8.79%,961258,19.00,134.971,M/sec
1142028,,mem_access_rd:u,0.52%,4539981,91.00,231.785,M/sec
573205,,mem_access_wr:u,0.38%,4972295,100.00,116.337,M/sec
1238144,,ld_spec:u,0.68%,4972295,100.00,251.292,M/sec
603008,,st_spec:u,0.61%,4972295,100.00,122.386,M/sec
23540,,ase_spec:u,0.21%,4972295,100.00,4.778,M/sec
9631,,vfp_spec:u,16.15%,4443351,89.00,1.955,M/sec
