# started on Sat May  9 01:11:44 2026

5.07,msec,task-clock:u,1.89%,4981962,100.00,0.895,CPUs utilized
5736675,ns,duration_time,2.42%,5444663,100.00,,
1657073,ns,user_time,22.99%,1761200,100.00,,
4072253,ns,system_time,7.54%,3825600,100.00,,
1702959,,l1d_cache:u,0.37%,4981962,100.00,335.806,M/sec
1127288,,l1d_cache_rd:u,0.30%,4981962,100.00,222.290,M/sec
575671,,l1d_cache_wr:u,0.51%,4981962,100.00,113.516,M/sec
40387,,l1d_cache_refill:u,2.06%,4981962,100.00,7.964,M/sec
1927327,,l1i_cache:u,1.05%,4981962,100.00,380.049,M/sec
58442,,l1i_cache_refill:u,1.43%,4981962,100.00,11.524,M/sec
