# started on Mon May  4 05:59:58 2026

0.49,msec,task-clock:u,2.54%,461166,100.00,0.511,CPUs utilized
1004444,ns,duration_time,6.63%,1245787,100.00,,
467620,ns,user_time,19.47%,566600,100.00,,
480010,ns,system_time,22.44%,335800,100.00,,
452504,,mem_access:u,0.11%,461166,100.00,928.907,M/sec
294841,,mem_access_rd:u,0.11%,461166,100.00,605.254,M/sec
157662,,mem_access_wr:u,0.10%,461166,100.00,323.651,M/sec
297948,,ld_spec:u,0.33%,461166,100.00,611.632,M/sec
153973,,st_spec:u,0.21%,461166,100.00,316.078,M/sec
118671,,ase_spec:u,0.06%,461166,100.00,243.610,M/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
