# started on Mon May  4 05:59:58 2026

0.47,msec,task-clock:u,3.33%,447539,100.00,0.558,CPUs utilized
891078,ns,duration_time,4.26%,895030,100.00,,
913470,ns,user_time,2.78%,857600,100.00,,
26492,,l2d_cache:u,0.33%,447539,100.00,55.952,M/sec
15408,,l2d_cache_rd:u,0.29%,447539,100.00,32.542,M/sec
11084,,l2d_cache_wr:u,0.42%,447539,100.00,23.410,M/sec
6810,,l2d_cache_refill:u,0.53%,447539,100.00,14.383,M/sec
