# started on Mon May  4 06:00:31 2026

657.27,msec,task-clock:u,1.19%,644729255,100.00,2.002,CPUs utilized
328399358,ns,duration_time,1.14%,322440041,100.00,,
653223180,ns,user_time,0.22%,654702400,100.00,,
1226530,ns,system_time,61.29%,3165400,100.00,,
1545180013,,cycles:u,0.30%,644729255,100.00,2.351,GHz
3757814196,,instructions:u,0.24%,644729255,100.00,2.43,insn per cycle
3757814196,,inst_retired:u,0.24%,644729255,100.00,5.717,G/sec
3758221533,,inst_spec:u,0.24%,644729255,100.00,5.718,G/sec
426385,,stall_frontend:u,3.20%,644729255,100.00,648.724,K/sec
370700511,,stall_backend:u,0.87%,644729255,100.00,564.002,M/sec
