# started on Mon May  4 06:00:36 2026

648.79,msec,task-clock:u,0.47%,643240183,100.00,2.005,CPUs utilized
323595516,ns,duration_time,0.49%,320348170,100.00,,
651365300,ns,user_time,0.15%,649356000,100.00,,
348281685,,l2d_cache:u,0.00%,643240183,100.00,536.821,M/sec
173245190,,l2d_cache_rd:u,0.00%,643240183,100.00,267.030,M/sec
175036494,,l2d_cache_wr:u,0.00%,643240183,100.00,269.791,M/sec
2652790,,l2d_cache_refill:u,11.61%,643240183,100.00,4.089,M/sec
