# started on Mon May  4 06:00:07 2026

86.94,msec,task-clock:u,0.53%,86358335,100.00,2.039,CPUs utilized
42712099,ns,duration_time,1.18%,41941938,100.00,,
85203753,ns,user_time,0.65%,86012600,100.00,,
1961703,ns,system_time,31.92%,1528600,100.00,,
204034161,,cycles:u,0.45%,86358335,100.00,2.347,GHz
476016745,,instructions:u,0.23%,86358335,100.00,2.33,insn per cycle
476016745,,inst_retired:u,0.23%,86358335,100.00,5.475,G/sec
476139434,,inst_spec:u,0.23%,86358335,100.00,5.477,G/sec
239736,,stall_frontend:u,6.25%,86358335,100.00,2.758,M/sec
54879133,,stall_backend:u,1.33%,86358335,100.00,631.245,M/sec
