# started on Mon May  4 05:59:57 2026

0.53,msec,task-clock:u,3.15%,526815,100.00,0.555,CPUs utilized
1011236,ns,duration_time,4.18%,965547,100.00,,
583840,ns,user_time,20.76%,793200,100.00,,
455752,ns,system_time,31.77%,199599,100.00,,
405376,,mem_access:u,0.10%,526815,100.00,768.233,M/sec
264752,,mem_access_rd:u,0.09%,526815,100.00,501.735,M/sec
140624,,mem_access_wr:u,0.12%,526815,100.00,266.498,M/sec
268413,,ld_spec:u,0.26%,526815,100.00,508.673,M/sec
138693,,st_spec:u,0.20%,526815,100.00,262.839,M/sec
25677,,ase_spec:u,0.09%,526815,100.00,48.661,M/sec
<not counted>,,vfp_spec:u,0.00%,0,0.00,,
