# started on Mon May  4 06:00:24 2026

646.65,msec,task-clock:u,0.74%,657865479,100.00,1.009,CPUs utilized
641165701,ns,duration_time,0.75%,652434393,100.00,,
644779646,ns,user_time,0.22%,644849400,100.00,,
2600050,ns,system_time,14.02%,2391000,100.00,,
1035835197,,l1d_tlb:u,0.00%,657865479,100.00,1.602,G/sec
226068,,l1d_tlb_refill:u,0.14%,657865479,100.00,349.596,K/sec
469370908,,l1i_tlb:u,0.00%,657865479,100.00,725.845,M/sec
156,,l1i_tlb_refill:u,4.25%,657865479,100.00,241.242,/sec
285749,,l2d_tlb:u,0.25%,657865479,100.00,441.888,K/sec
3253,,l2d_tlb_refill:u,11.08%,657865479,100.00,5.031,K/sec
