# started on Mon May  4 06:00:11 2026

642.58,msec,task-clock:u,0.58%,653991795,100.00,1.008,CPUs utilized
637300987,ns,duration_time,0.57%,648529240,100.00,,
640152453,ns,user_time,0.35%,639987600,100.00,,
2620986,ns,system_time,28.63%,3185600,100.00,,
1535261641,,cycles:u,0.59%,653991795,100.00,2.389,GHz
3696220451,,instructions:u,0.00%,653991795,100.00,2.41,insn per cycle
3696220451,,inst_retired:u,0.00%,653991795,100.00,5.752,G/sec
3696552222,,inst_spec:u,0.00%,653991795,100.00,5.753,G/sec
300096,,stall_frontend:u,4.35%,653991795,100.00,467.018,K/sec
374755485,,stall_backend:u,2.11%,653991795,100.00,583.206,M/sec
