# started on Mon May  4 05:59:57 2026

0.76,msec,task-clock:u,4.31%,822592,100.00,0.747,CPUs utilized
1063913,ns,duration_time,5.78%,1242267,100.00,,
672990,ns,user_time,22.00%,945200,100.00,,
513750,ns,system_time,31.77%,225000,100.00,,
437016,,mem_access:u,39.55%,822592,100.00,577.690,M/sec
534972,,mem_access_rd:u,7.97%,822592,100.00,707.178,M/sec
162359,,mem_access_wr:u,0.13%,822592,100.00,214.622,M/sec
541792,,ld_spec:u,7.92%,822592,100.00,716.193,M/sec
160997,,st_spec:u,0.22%,822592,100.00,212.821,M/sec
28050,,ase_spec:u,0.14%,822592,100.00,37.079,M/sec
<not counted>,,vfp_spec:u,61.41%,0,0.00,,
