# started on Mon May  4 06:00:02 2026

6.82,msec,task-clock:u,1.76%,6732242,100.00,2.893,CPUs utilized
2417013,ns,duration_time,2.42%,2263448,100.00,,
6924316,ns,user_time,4.00%,5841000,100.00,,
287400,ns,system_time,100.00%,1437000,100.00,,
2206550,,mem_access:u,21.81%,6732242,100.00,323.686,M/sec
2326533,,mem_access_rd:u,0.18%,6732242,100.00,341.286,M/sec
272921,,mem_access_wr:u,0.51%,6732242,100.00,40.036,M/sec
2143792,,ld_spec:u,0.19%,6732242,100.00,314.479,M/sec
212216,,st_spec:u,0.66%,6732242,100.00,31.131,M/sec
5284360,,ase_spec:u,0.00%,6732242,100.00,775.179,M/sec
<not counted>,,vfp_spec:u,72.14%,0,0.00,,
