# started on Mon May  4 06:00:02 2026

6.81,msec,task-clock:u,1.88%,7228165,100.00,2.603,CPUs utilized
2669934,ns,duration_time,10.75%,3806104,100.00,,
7145183,ns,user_time,0.55%,7273000,100.00,,
2603001,,l1d_cache:u,0.33%,7228165,100.00,382.114,M/sec
2329130,,l1d_cache_rd:u,0.28%,7228165,100.00,341.910,M/sec
273871,,l1d_cache_wr:u,0.81%,7228165,100.00,40.204,M/sec
30525,,l1d_cache_refill:u,0.86%,7228165,100.00,4.481,M/sec
2242929,,l1i_cache:u,0.48%,7228165,100.00,329.256,M/sec
3605,,l1i_cache_refill:u,5.52%,7228165,100.00,529.204,K/sec
