# started on Mon May  4 06:00:02 2026

2.13,msec,task-clock:u,9.46%,1599979,100.00,1.839,CPUs utilized
1212206,ns,duration_time,5.06%,1070641,100.00,,
2145773,ns,user_time,6.66%,2056200,100.00,,
406550,ns,system_time,43.03%,519000,100.00,,
409599,,mem_access:u,7.16%,805408,50.00,192.598,M/sec
356859,,mem_access_rd:u,1.64%,1599979,100.00,167.799,M/sec
76612,,mem_access_wr:u,2.57%,1599979,100.00,36.024,M/sec
333364,,ld_spec:u,1.78%,1599979,100.00,156.752,M/sec
61914,,st_spec:u,3.22%,1599979,100.00,29.113,M/sec
665804,,ase_spec:u,0.01%,1599979,100.00,313.069,M/sec
28,,vfp_spec:u,102.86%,794571,49.00,13.166,K/sec
