# started on Mon May  4 06:00:02 2026

2.08,msec,task-clock:u,4.11%,1929963,100.00,1.755,CPUs utilized
1249218,ns,duration_time,3.48%,1302621,100.00,,
1730986,ns,user_time,14.20%,1541600,100.00,,
876083,ns,system_time,26.79%,1045000,100.00,,
3285062,,cycles:u,5.03%,1929963,100.00,1.577,GHz
1365911,,instructions:u,1.08%,1929963,100.00,0.42,insn per cycle
1365911,,inst_retired:u,1.08%,1929963,100.00,655.693,M/sec
1385925,,inst_spec:u,1.05%,1929963,100.00,665.301,M/sec
64076,,stall_frontend:u,9.00%,1929963,100.00,30.759,M/sec
2769728,,stall_backend:u,5.87%,1929963,100.00,1.330,G/sec
