# started on Mon May  4 05:59:59 2026

7.20,msec,task-clock:u,77.51%,1775369,100.00,2.129,CPUs utilized
3437455,ns,duration_time,56.88%,1397120,100.00,,
3235036,ns,user_time,46.86%,6390600,100.00,,
1472800,ns,system_time,18.11%,1332000,100.00,,
16153636,,cycles:u,81.61%,1775369,100.00,2.244,GHz
46426789,,instructions:u,85.24%,1775369,100.00,2.87,insn per cycle
46426789,,inst_retired:u,85.24%,1775369,100.00,6.449,G/sec
46583313,,inst_spec:u,84.95%,1775369,100.00,6.470,G/sec
300416,,stall_frontend:u,4.51%,1775369,100.00,41.727,M/sec
2938960,,stall_backend:u,74.77%,1775369,100.00,408.214,M/sec
