# started on Mon May  4 06:00:49 2026

1952.92,msec,task-clock:u,1.31%,1986721106,100.00,3.957,CPUs utilized
493592838,ns,duration_time,1.30%,500087135,100.00,,
1932700890,ns,user_time,0.77%,1951851200,100.00,,
518430,ns,system_time,63.90%,1595400,100.00,,
4648720569,,cycles:u,1.30%,1986721106,100.00,2.380,GHz
4104594442,,instructions:u,2.11%,1986721106,100.00,0.88,insn per cycle
4104594442,,inst_retired:u,2.11%,1986721106,100.00,2.102,G/sec
4105197547,,inst_spec:u,2.11%,1986721106,100.00,2.102,G/sec
2048057,,stall_frontend:u,7.90%,1986721106,100.00,1.049,M/sec
3392498385,,stall_backend:u,2.39%,1986721106,100.00,1.737,G/sec
