# started on Sat May  9 01:11:46 2026

9.30,msec,task-clock:u,0.39%,9314814,100.00,0.939,CPUs utilized
9956811,ns,duration_time,1.12%,10242228,100.00,,
3330593,ns,user_time,25.51%,3944800,100.00,,
6348770,ns,system_time,13.07%,5780600,100.00,,
6999389,,l1d_tlb:u,0.07%,9314814,100.00,752.705,M/sec
4763,,l1d_tlb_refill:u,6.02%,9314814,100.00,512.207,K/sec
8345934,,l1i_tlb:u,0.32%,9314814,100.00,897.511,M/sec
3822,,l1i_tlb_refill:u,0.53%,9314814,100.00,411.013,K/sec
11654,,l2d_tlb:u,2.80%,9314814,100.00,1.253,M/sec
736,,l2d_tlb_refill:u,2.94%,9314814,100.00,79.148,K/sec
