# started on Sat May  9 01:11:46 2026

9.29,msec,task-clock:u,0.20%,9291334,100.00,0.938,CPUs utilized
9956637,ns,duration_time,0.58%,9838392,100.00,,
6368800,ns,user_time,12.52%,7492000,100.00,,
3429370,ns,system_time,23.46%,2284600,100.00,,
419169,,l2d_cache:u,0.16%,9291334,100.00,45.139,M/sec
222428,,l2d_cache_rd:u,0.21%,9291334,100.00,23.953,M/sec
196741,,l2d_cache_wr:u,0.12%,9291334,100.00,21.187,M/sec
49090,,l2d_cache_refill:u,2.13%,9291334,100.00,5.286,M/sec
