# started on Sat May  9 01:11:46 2026

9.21,msec,task-clock:u,0.19%,9206092,100.00,0.951,CPUs utilized
9751384,ns,duration_time,0.71%,10014005,100.00,,
3560883,ns,user_time,25.54%,4569000,100.00,,
6086973,ns,system_time,14.73%,5101200,100.00,,
6024943,,mem_access:u,6.44%,5449703,59.00,654.216,M/sec
4685370,,mem_access_rd:u,2.05%,5323092,57.00,508.759,M/sec
1924333,,mem_access_wr:u,0.41%,9123537,99.00,208.953,M/sec
5724404,,ld_spec:u,0.05%,9206092,100.00,621.582,M/sec
2085705,,st_spec:u,0.02%,9206092,100.00,226.475,M/sec
97950,,ase_spec:u,0.12%,9206092,100.00,10.636,M/sec
14262,,vfp_spec:u,8.13%,7721944,83.00,1.549,M/sec
