# started on Sat May  9 01:11:45 2026

9.29,msec,task-clock:u,0.25%,9268649,100.00,0.940,CPUs utilized
9935256,ns,duration_time,1.36%,9711725,100.00,,
5707276,ns,user_time,5.06%,6152800,100.00,,
3997980,ns,system_time,6.97%,3561400,100.00,,
13635681,,cycles:u,0.39%,9268649,100.00,1.469,GHz
21313846,,instructions:u,0.00%,9268649,100.00,1.56,insn per cycle
21313846,,inst_retired:u,0.00%,9268649,100.00,2.296,G/sec
27128261,,inst_spec:u,0.21%,9268649,100.00,2.922,G/sec
1620751,,stall_frontend:u,1.42%,9268649,100.00,174.556,M/sec
2835905,,stall_backend:u,0.88%,9268649,100.00,305.428,M/sec
